ClientID,Services
016A76D9-B774-4409-94C0-713D75D5A130,NULL
14222C75-C74D-4535-95B4-59BAA046BB80,NULL
1DDCB0D4-3310-438A-BC71-DAC0D20F8B90, WiFi Purchase
48B62E48-BB34-41A9-93DB-5EA92AA6618E,NULL
65D8755C-8A6C-4D1A-B581-BCF779B1C947," GuestCast Managed Service, GuestCast Purchase"
7496F35B-E436-4E45-9E3A-D35BE8F10952,NULL
79AE794B-DC31-4721-8570-2258A2EB9518,NULL
B052044D-5399-4311-8F90-C203B6E2FD00,NULL
D4839A40-1171-4583-BDD5-34893699B1BD,NULL
F521029F-4198-42CC-B940-2CCDC46228DF,NULL
0046621E-1A5D-42CE-A0BD-818077AB1F28,NULL
008C66C2-2AAE-4E02-84F2-857601955B12,NULL
0C11826C-8A1E-4441-9F58-32CCCFB4A42B,NULL
16A9926A-BA74-4244-9605-4E336CDDF655,NULL
32858C3A-E959-489D-AA66-76D99C1BFD5C,NULL
73453CA6-A6CF-4577-B332-301D7D0498B2,NULL
A7EF4733-FFE2-4AD6-B347-F85134A79006,NULL
D288F143-6F3C-467B-9E37-AC448614BCA2, BTV Streaming Purchase
04660B08-60A1-4558-9867-4DBA6ACE2415,NULL
0AA7AAF8-A2BC-49C1-B23D-F9A65936A35E,NULL
1E38AE03-6BFD-420D-BA9A-49CF5C4D3777,NULL
2911251E-6803-4D79-ACFF-4FC2C6863B91,NULL
58AD1089-D0E3-4AE5-883E-3264525D9C96,NULL
77973C2F-A084-4DDE-8E75-90370D49F7B2,NULL
9309AE87-8704-4E95-8CEA-C221D06EE9EA,NULL
F5DF6845-80B7-43EB-8D5B-04F6B5AB688F,NULL
F7A21AC3-374B-4A81-8876-E1E1411A77BF,NULL
0050CB99-1EC6-48E3-8B59-6FC868E854DE,NULL
16736AF7-8081-4350-A9A9-CF0FA9A8975E,NULL
28CC41D9-EDE4-4E50-8AA4-CDBE62308C23,NULL
C75E927E-CED6-4B34-BF5E-DF7E0A826B62,NULL
D908D18B-7C56-405E-8E53-21A76001315A,NULL
DDC038FC-E1A1-4CDB-8A2A-AEB8022F7F89,NULL
0392AA9F-AFEF-4124-BDA1-D0CB792E757B," WiFi Managed Service, Cabling, Bandwidth - ISP, DirecTV Stream, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards)"
1BC0C6F7-5000-4B9C-98B1-C723C5FFFB36,NULL
379B71E2-4598-4032-83DF-9F294007C5CC,NULL
403C525A-6088-4045-B627-6B5CFC2D83B1, WiFi Managed Service
512C68CF-062D-41AC-BBF8-D076F1ACDF7A,NULL
681B8392-88C4-45BF-9B8D-DDAE94B8BE0A,NULL
8BF684C0-0279-4E8F-86C7-9D4399115FAB,NULL
BFE1D865-6FE3-4D4C-90A2-26F2ED33A279,NULL
E634A221-CDA0-410C-9D0A-7F97121B109D,NULL
2AF80177-634F-4A61-8DAC-58715AD4989C, WiFi Purchase
47AF31CD-7A3A-4236-9DFD-BB216EECEFDC,NULL
914F74E2-DE70-4DD7-9B1A-ACC6A8B517CF,NULL
A574236F-1F95-4AF3-A19C-7FC5CDE2E4DD,NULL
BBC397E0-C42D-4B9D-8DAC-4D4473C920CA,NULL
EB4EA0ED-7266-4FEA-92D3-3E902645C348,NULL
29D57CF5-B4D3-4481-841E-C0A53979E5AA," Bandwidth - ISP, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), Cabling, WiFi Managed Service"
703187A5-CDEE-4238-A19A-1973E572C93A,NULL
82508243-A36A-4935-9509-B861E5631F66, WiFi Managed Service
84984CA6-E5FF-420F-B2BA-02017907929F,NULL
88006B5A-8295-464E-9B51-ABAA465FA499,NULL
9330C6FA-4E2C-4ECD-8C0F-49036926E777,NULL
9A8AFC8C-4094-473C-9E87-A75698E53AC8,NULL
CEE6872C-EACF-4E8C-A098-75B5C7DFADC9, WiFi Purchase
D44D30BC-8924-4D7C-B46C-5FF464D5CF2D,NULL
F653AEBC-EBC1-40C2-B416-14707E8C703A,NULL
0979114F-0EA4-48CC-A0AD-1261509CACEA,NULL
11104CE9-62A1-4DF6-BCCF-52DA5B389469,NULL
17961485-0FDF-4DAF-8DA2-3A1FB7CCAC1D,NULL
2BDB44E2-986B-4FEB-BF0C-D0454DAE3CE7,NULL
2E9E1966-120B-48BC-A445-CD68C3CB81FE,NULL
3454FD9B-5408-4AB7-ADC9-58C6C205C43D,NULL
F5F724FF-BC1F-4128-8937-6192B3E245D8,NULL
FCB86BA5-A385-41CA-8329-FE0F03A0D67A," BTV Streaming Managed Service, BTV Streaming Revenue Share, BTV Legacy Purchase, BTV Streaming Purchase, BTV Legacy Managed Service, BTV Legacy Revenue Share"
4A29CAAB-F0E5-43B8-964C-4E3CF21B07BA,NULL
6586E7F4-E410-4C2F-8F4A-04A84E620AED," Bandwidth - ISP, DirecTV Stream"
8E91D52F-55D7-4833-84B0-CFB18FF45CFB, BTV Streaming Purchase
9AE37EE9-7400-4371-A034-F0B69BEC3FC2,NULL
ACBB8DB1-0CA1-4FC0-BCED-21888D5D3CBA,NULL
D7A07E5B-6CB5-45C4-88C0-E1FBEE646837,NULL
0DE1BD61-CD78-4510-A58F-5B59B982126A,NULL
2C375783-11BA-4E56-B007-9580BA476625, GuestCast Purchase
8E54B5A3-E859-49D2-95BF-FEC5B603BEB2,NULL
A3E88EE5-B56A-4ACD-BC4D-BE6721A76759,NULL
AAF69627-8568-41BF-85FA-838C40E60B3D,NULL
B34E6C9A-4BA9-4DD6-8A3D-3E8193902FAC," BTV Legacy Revenue Share, BTV Streaming Purchase, BTV Streaming Managed Service, BTV Legacy Purchase, BTV Streaming Revenue Share"
D5221AF6-935B-4267-B831-ECD928EAB3D9," Bandwidth - ISP, WiFi Managed Service, Cabling, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards)"
ECEB92F4-23CE-479A-802E-9943D94D6F6A,NULL
05B60983-E9B7-4EB3-9FE9-E5F86EEBA1EC,NULL
18AEF40E-B765-4308-AFBC-253510565DD9,NULL
2F700A96-D8FA-409F-8639-536DE2784887,NULL
3876FE2B-7783-4927-859B-77F35143A962,NULL
4584D157-4A98-47BA-B390-90BAE6A3F4DD,NULL
88483EC3-A3ED-408F-8B70-4BCE7D8284C4,NULL
BFF75DB0-3FFA-4B66-B5DF-25F38A5C50A5,NULL
C83A2721-E94D-4BF4-8B95-FCFB623E3CC1,NULL
F2B7CC55-122E-4EE6-8669-1AD95C1C1131, BTV Casting Purchase
173FD883-6FD9-408D-AB2A-16DFBE9A1AEB,NULL
20649388-0E38-427B-B59F-7CB56FF6E976,NULL
379C4849-FB57-474F-96B9-87ACE230AB51,NULL
44EF1E54-CF98-48AA-B7F7-3431E35E3B06,NULL
4BBF824F-99EE-4987-8CEA-DC2F9469BBEC," Cabling, WiFi Managed Service, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), Consulting, Bandwidth - ISP"
A2288432-B8D3-44F6-AC46-FB0CDFAC35B8,NULL
E7228B8A-AC21-4333-9C72-572968245F19,NULL
011FBFF8-A4CF-43A4-8D70-0D1C70E06AFC," WiFi Managed Service, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), Cabling, Bandwidth - ISP"
20599EA9-B3EB-4D9C-8940-D2E4C096D8FD," Call Support, Site Survey, Custom Configuration or Set up, Wifi Upgrade (Equip & Install), BeyondTV Pilot, BTV Casting Purchase, Convention Services, Change Order, Ruckus Support, BTV Support, Fusion Upgrade, Free-to-Guest TV System Managed Service, BTV Casting with Alexa Purchase, WiFi Managed Service, Business Center, Equipment Only, Cabling, Fusion with Support Services, IP Phones, Tent Cards, GuestCast Purchase, BTV Streaming Revenue Share, Training, Nomadix Support, Monitoring, Professional Service(s), Equipment & Install Only, WiFi Revenue Share, Portal Page, WiFi Purchase, Installation Only, TV's, Consulting, Fusion Support, OSS Support Services, Other, Fusion Gateway, Free-to-Guest TV System Purchase, Fusion Monthly Technical Support, PMS Integration, BTV Streaming Managed Service, On-Site Maintenance, BTV Streaming Purchase, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), Motorola Support"
355F6036-9CA8-4135-9463-450913BD1FD9, WiFi Purchase
45DF8582-6CDC-450A-A7D1-5406AEC70C7B," Business Center, BTV Casting Purchase, Cabling, WiFi Purchase, Call Support, Free-to-Guest TV System Purchase, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), IP Phones, Monitoring, Portal Page"
7D7CE3DF-BB57-42DA-87F2-C997240CB056,NULL
A4A47B5D-1611-43BE-AAB9-43D1E1508899,NULL
A9C3D22E-F8F3-4488-825D-4B458F72EAAF,NULL
CC6F1633-E26E-4698-B136-84B86DEDFEEA," Bandwidth - ISP, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), Cabling, WiFi Managed Service, Consulting"
FF0DF4CC-E348-4B88-90CB-63425DA9F61A,NULL
253DF1F8-0346-4A71-A302-65F9B1E9150F,NULL
27ADDEF5-3748-488F-B050-1CD995256A4A,NULL
2BCB4CAF-4133-46C3-97C3-E6C026311C61,NULL
5AEA9152-9180-49BA-8088-3A5B7BD0BBCB,NULL
6B27899B-39E4-4E11-B07B-1EA5618D6A1F,NULL
7D0984ED-B601-4A44-8DA6-6DA0901B832D,NULL
81952F7E-A8A9-4F7C-9A70-3352C094D660,NULL
923020E8-25E7-4195-A40E-C25B40268920,NULL
AE16D11F-350D-4266-BC6F-F8D13B370BB2,NULL
D771E510-3D93-4E09-90A6-C93255023D3F,NULL
